IATA,Lat,Lon,Country,Continent
RPB,-14.734814000000002,134.525485,Australia,Oceania
RPM,-14.72280025,134.746994,Australia,Oceania
RPN,32.98099899,35.57189941,Israel,Asia
RPR,21.180401,81.7388,India,Asia
RQW,35.76720047,43.12509918,Iraq,Asia
RRG,-19.7577,63.361000000000004,Mauritius,Africa
RRK,22.256701,84.814598,India,Asia
RRR,-16.045,-142.476944,French Polynesia,Oceania
RRS,62.57839966,11.34230042,Norway,Europe
RSA,-36.588299,-64.27570300000001,Argentina,South America
RSD,24.89507873,-76.17688179,Bahamas,North America
RSH,61.77888489,-161.319458,United States,North America
RSL,38.87210083,-98.81179809999999,United States,North America
RSS,11.7859,34.3367,Sudan,Africa
RST,43.90829849,-92.5,United States,North America
RSU,34.84230042,127.61699679999998,"Korea, Republic of",Asia
RSW,26.53619957,-81.75520325,United States,North America
RTA,-12.48250008,177.0709991,Fiji,Oceania
RTB,16.316799,-86.523003,Honduras,North America
RTC,17.013599,73.327797,India,Asia
RTG,-8.597009659,120.47699740000002,Indonesia,Asia
RTM,51.956902,4.43722,Netherlands,Europe
RTN,36.74150085,-104.5019989,United States,North America
RTS,-32.006699,115.540001,Australia,Oceania
RTW,51.56499863,46.04669952,Russia,Europe
RUA,3.049999952,30.91699982,Uganda,Africa
RUD,36.4253006,55.10419846,Iran,Asia
RUG,32.25788498,120.50165559999999,China,Asia
RUH,24.95759964,46.69879913,Saudi Arabia,Asia
RUI,33.46279907,-105.5350037,United States,North America
RUK,28.627001,82.195,Nepal,Asia
RUM,27.30349922,86.55039978,Nepal,Asia
RUN,-20.88710022,55.51029968,Reunion,Africa
RUR,-22.4340992,-151.36099240000001,French Polynesia,Oceania
RUS,-9.86166954,160.8249969,Solomon Islands,Oceania
RUT,43.52939987,-72.94960022,United States,North America
RUV,15.99199963,-90.44529724,Guatemala,North America
RVA,-22.80529976,47.820598600000004,Madagascar,Africa
RVD,-17.83472252,-50.95611191,Brazil,South America
RVE,6.951867999999999,-71.857179,Colombia,South America
RVK,64.83830261,11.14610004,Norway,Europe
RVN,66.56479645,25.83040047,Finland,Europe
RVS,36.03960037,-95.98459625,United States,North America
RVT,-33.79719925,120.20800020000001,Australia,Oceania
RVV,-23.8852005,-147.6620026,French Polynesia,Oceania
RVY,-30.97459984,-55.47620010000001,Uruguay,South America
RWF,44.54719925,-95.08229828,United States,North America
RWI,35.85630035,-77.89189911,United States,North America
RWL,41.80559921,-107.1999969,United States,North America
RWN,50.60710144,26.14159966,Ukraine,Europe
RXS,11.59770012,122.7519989,Philippines,Asia
RYB,58.10419846,38.929401399999996,Russia,Europe
RYG,59.378817000000005,10.785439,Norway,Europe
RYK,28.38389969,70.27960205,Pakistan,Asia
RYN,45.62810135,-0.972500026,France,Europe
RZA,-50.0165,-68.5792,Argentina,South America
RZE,50.11000061,22.018999100000002,Poland,Europe
RZP,10.81874,119.507697,Philippines,Asia
RZR,36.90990067,50.67959976,Iran,Asia
RZS,26.9662,68.878098,Pakistan,Asia
SAA,41.444901,-106.82399699999999,United States,North America
SAB,17.64500046,-63.22000122,"Bonaire, Sint Eustatius and Saba",North America
SAC,38.51250076,-121.49299620000001,United States,North America
SAD,32.85480118,-109.6350021,United States,North America
SAF,35.61709976,-106.0889969,United States,North America
SAG,19.688610999999998,74.378889,India,Asia
SAH,15.47630024,44.21969986,Yemen,Asia
SAK,65.73169708,-19.57279968,Iceland,Europe
SAL,13.4409,-89.055702,El Salvador,North America
SAN,32.73360062,-117.1900024,United States,North America
SAP,15.4526,-87.923599,Honduras,North America
SAQ,25.05380058,-78.04900359999999,Bahamas,North America
SAT,29.53370094,-98.46980286,United States,North America
SAV,32.12760162,-81.20210266,United States,North America
SAW,40.89860153,29.30920029,Turkey,Asia
SAY,43.256302000000005,11.255,Italy,Europe
SBA,34.42620087,-119.8399963,United States,North America
SBB,7.803514004,-71.16571808,Venezuela,South America
SBD,34.09540176,-117.2350006,United States,North America
SBG,5.874129772000001,95.33969879,Indonesia,Asia
SBH,17.90439987,-62.84360123,France,Europe
SBK,48.5378,-2.8544400000000003,France,Europe
SBL,-13.76220036,-65.43520355,Bolivia,South America
SBM,43.76959991,-87.85140228,United States,North America
SBN,41.70869827,-86.31729889,United States,North America
SBP,35.23680115,-120.6419983,United States,North America
SBR,-9.378330231,142.625,Australia,Oceania
SBS,40.5163002,-106.8659973,United States,North America
SBT,71.219167,72.052222,Russia,Europe
SBU,-29.68930054,17.93959999,South Africa,Africa
SBW,2.261600018,111.9850006,Malaysia,Asia
SBY,38.34049988,-75.51029968,United States,North America
SBZ,45.78559875,24.09129906,Romania,Europe
SCC,70.19470215,-148.46499630000002,United States,North America
SCE,40.84930038,-77.84870148,United States,North America
SCF,33.6228981,-111.9110031,United States,North America
SCH,42.85250092,-73.92890167,United States,North America
SCI,7.8013200760000005,-72.20290375,Venezuela,South America
SCK,37.89419937,-121.237999,United States,North America
SCL,-33.39300156,-70.78579712,Chile,South America
SCM,61.84529877,-165.5709991,United States,North America
SCN,49.21459961,7.109509945,Germany,Europe
SCO,43.8601,51.091999,Kazakhstan,Asia
SCQ,42.89630127,-8.415140152000001,Spain,Europe
SCS,60.43280029,-1.296110034,United Kingdom,Europe
SCT,12.63070011,53.90579987,Yemen,Asia
SCU,19.96980095,-75.83540344,Cuba,North America
SCV,47.6875,26.35409927,Romania,Europe
SCW,61.64699936,50.84510039999999,Russia,Europe
SCY,-0.910206,-89.617401,Ecuador,South America
SCZ,-10.72029972,165.79499819999998,Solomon Islands,Oceania
SDB,-32.96889877,18.160299300000002,South Africa,Africa
SDD,-14.92469978,13.57499981,Angola,Africa
SDE,-27.76555634,-64.30999756,Argentina,South America
SDF,38.1744,-85.736,United States,North America
SDG,35.245899200000004,47.00920105,Iran,Asia
SDJ,38.13970184,140.9170074,Japan,Asia
SDK,5.9008998870000005,118.0589981,Malaysia,Asia
SDL,62.52809906,17.44389915,Sweden,Europe
SDM,32.57229996,-116.9800034,United States,North America
SDN,61.83000183,6.105830192999999,Norway,Europe
SDP,55.31499863,-160.522995,United States,North America
SDQ,18.42970085,-69.66889954,Dominican Republic,North America
SDR,43.42710114,-3.820009947,Spain,Europe
SDS,38.06019974,138.41400149999998,Japan,Asia
SDT,34.81359863,72.35279846,Pakistan,Asia
SDU,-22.91049957,-43.16310120000001,Brazil,South America
SDV,32.11470032,34.78219986,Israel,Asia
SDX,34.84859848,-111.788002,United States,North America
SDY,47.706902,-104.193001,United States,North America
SEA,47.449001,-122.308998,United States,North America
SEB,26.98699951,14.47249985,Libya,Africa
SEE,32.82619858,-116.97200009999999,United States,North America
SEF,27.45639992,-81.3423996,United States,North America
SEH,-3.45,140.779,Indonesia,Asia
SEK,67.4805,153.7364,Russia,Europe
SEM,32.34389877,-86.9878006,United States,North America
SEN,51.57139969,0.695555985,United Kingdom,Europe
SEP,32.21530151,-98.17769623,United States,North America
SEU,-2.4580599999999997,34.822497999999996,Tanzania,Africa
SEY,15.179699900000001,-12.20730019,Mauritania,Africa
SEZ,-4.67434,55.521801,Seychelles,Africa
SFA,34.7179985,10.69099998,Tunisia,Africa
SFB,28.77759933,-81.23750305,United States,North America
SFC,16.25779915,-61.26250076,Guadeloupe,North America
SFD,7.883319855,-67.44400024,Venezuela,South America
SFE,16.59560013,120.3030014,Philippines,Asia
SFF,47.68280029,-117.322998,United States,North America
SFG,18.09989929,-63.04719925,Guadeloupe,North America
SFH,30.93020058,-114.8089981,Mexico,North America
SFJ,67.0122219,-50.71160316,Greenland,North America
SFK,-0.6994310020000001,-48.52099991,Brazil,South America
SFL,14.88500023,-24.47999954,Cabo Verde,Africa
SFN,-31.7117,-60.8117,Argentina,South America
SFO,37.61899948,-122.375,United States,North America
SFQ,37.09429932,38.847099299999996,Turkey,Asia
SFS,14.79440022,120.2710037,Philippines,Asia
SFT,64.62480164,21.07690048,Sweden,Europe
SFZ,41.92079926,-71.49140167,United States,North America
SGC,61.34370041,73.40180206,Russia,Europe
SGD,54.96440125,9.791729927,Denmark,Europe
SGE,50.70769882,8.082969666,Germany,Europe
SGF,37.24570084,-93.38860321,United States,North America
SGH,39.84030151,-83.84020233,United States,North America
SGI,32.04859924,72.66500092,Pakistan,Asia
SGN,10.81879997,106.65200039999999,Vietnam,Asia
SGO,-28.04969978,148.59500119999998,Australia,Oceania
SGQ,0.3847,117.54299999999999,Indonesia,Asia
SGR,29.62229919,-95.65650177,United States,North America
SGU,37.036389,-113.510306,United States,North America
SGV,-41.59170151,-65.33940125,Argentina,South America
SGX,-10.68299961,35.58300018,Tanzania,Africa
SGY,59.46009827,-135.31599430000003,United States,North America
SGZ,7.1865601539999995,100.6080017,Thailand,Asia
SHA,31.19790077,121.33599850000002,China,Asia
SHB,43.57749939,144.96000669999998,Japan,Asia
SHD,38.26380157,-78.89640045,United States,North America
SHE,41.63980103,123.4830017,China,Asia
SHG,66.88809967,-157.1620026,United States,North America
SHH,66.249604,-166.089112,United States,North America
SHI,24.82670021,125.1449966,Japan,Asia
SHJ,25.32859993,55.51720047,United Arab Emirates,Asia
SHL,25.70359993,91.97869873,India,Asia
SHM,33.66220093,135.3639984,Japan,Asia
SHN,47.23360062,-123.14800259999998,United States,North America
SHO,-26.358611,31.716944,Eswatini,Africa
SHP,39.968102,119.731003,China,Asia
SHR,44.76919937,-106.9800034,United States,North America
SHT,-36.42890167,145.3930054,Australia,Oceania
SHV,32.446602,-93.8256,United States,North America
SHW,17.46689987,47.12139893,Saudi Arabia,Asia
SHX,62.69229889,-159.56900019999998,United States,North America
SHY,-3.6093,33.5035,Tanzania,Africa
SIA,34.376701000000004,109.120003,China,Asia
SID,16.7414,-22.9494,Cabo Verde,Africa
SIF,27.15950012,84.98010254,Nepal,Asia
SIG,18.45680046,-66.09809875,Puerto Rico,North America
SIJ,66.133301,-18.9167,Iceland,Europe
SIK,36.89889908,-89.56179809999999,United States,North America
SIN,1.35019,103.994003,Singapore,Asia
SIO,-40.83499908,145.0839996,Australia,Oceania
SIP,45.05220032,33.97510147,Ukraine,Europe
SIQ,-0.47918900799999997,104.57900240000001,Indonesia,Asia
SIR,46.21960068,7.326759815,Switzerland,Europe
SIS,-27.64859962,22.9993,South Africa,Africa
SIT,57.04710007,-135.36199950000002,United States,North America
SIU,13.72722244,-84.77777863,Nicaragua,North America
SJC,37.362598,-121.929001,United States,North America
SJD,23.15180016,-109.7210007,Mexico,North America
SJE,2.5796900000000003,-72.6394,Colombia,South America
SJI,12.36149979,121.04699709999998,Philippines,Asia
SJJ,43.82460022,18.331499100000002,Bosnia and Herzegovina,Europe
SJK,-23.22920036,-45.86149979,Brazil,South America
SJL,-0.14835,-66.9855,Brazil,South America
SJO,9.993860245,-84.20880127,Costa Rica,North America
SJP,-20.8166008,-49.40650177,Brazil,South America
SJT,31.35770035,-100.4960022,United States,North America
SJU,18.43939972,-66.00180054,Puerto Rico,North America
SJW,38.28070068,114.6969986,China,Asia
SJY,62.692101,22.8323,Finland,Europe
SJZ,38.66550064,-28.17580032,Portugal,Europe
SKA,47.61510086,-117.65599820000001,United States,North America
SKB,17.31119919,-62.71870041,Saint Kitts and Nevis,North America
SKD,39.70050049,66.98380279999999,Uzbekistan,Asia
SKE,59.18500137,9.566940308,Norway,Europe
SKF,29.38419914,-98.58110046,United States,North America
SKG,40.519699100000004,22.97089958,Greece,Europe
SKH,28.586,81.636002,Nepal,Asia
SKK,64.37110138,-161.223999,United States,North America
SKN,68.57882690000001,15.03341675,Norway,Europe
SKO,12.91629982,5.207190037,Nigeria,Africa
SKP,41.961601,21.621401000000002,Macedonia,Europe
SKS,55.221047999999996,9.26702,Denmark,Europe
SKT,32.53555679,74.3638916,Pakistan,Asia
SKU,38.96760178,24.48719978,Greece,Europe
SKV,28.68530083,34.0625,Egypt,Africa
SKX,54.1251297,45.21225739,Russia,Europe
SKY,41.433399200000004,-82.65229797,United States,North America
SKZ,27.72200012,68.79170227,Pakistan,Asia
SLA,-24.856000899999998,-65.48619843,Argentina,South America
SLC,40.78839874,-111.97799679999999,United States,North America
SLD,48.63779831,19.13409996,Slovakia,Europe
SLE,44.90950012,-123.00299840000002,United States,North America
SLF,20.464700699999998,45.61959839,Saudi Arabia,Asia
SLH,-13.85169983,167.5370026,Vanuatu,Oceania
SLJ,-22.2554,117.7627,Australia,Oceania
SLK,44.38529968,-74.20619965,United States,North America
SLL,17.038700100000003,54.09130096,Oman,Asia
SLM,40.95209885,-5.501989841,Spain,Europe
SLN,38.79100037,-97.65219879,United States,North America
SLP,22.25429916,-100.9309998,Mexico,North America
SLQ,61.70050049,-157.1660004,United States,North America
SLU,14.0202,-60.992901,Saint Lucia,North America
SLV,31.0818,77.068001,India,Asia
SLW,25.54949951,-100.9290009,Mexico,North America
SLX,21.33300018,-71.19999695,Turks and Caicos Islands,North America
SLY,66.59079742,66.61100006,Russia,Europe
SLZ,-2.58536005,-44.23410034,Brazil,South America
SMA,36.97140121,-25.17060089,Portugal,Europe
SMD,41.14339828,-85.15280151,United States,North America
SME,37.05339813,-84.61589813,United States,North America
SMF,38.69540024,-121.5910034,United States,North America
SMI,37.68999863,26.911699300000002,Greece,Europe
SMK,63.49010086,-162.1100006,United States,North America
SML,23.582317,-75.268621,Bahamas,North America
SMN,45.12379837,-113.8809967,United States,North America
SMO,34.01580048,-118.45099640000001,United States,North America
SMQ,-2.499190092,112.97499850000001,Indonesia,Asia
SMR,11.1196,-74.2306,Colombia,South America
SMS,-17.09390068,49.81579971,Madagascar,Africa
SMT,-12.479177,-55.672341,Brazil,South America
SMV,46.53409958,9.884110451,Switzerland,Europe
SMW,26.7318,-11.6847,Western Sahara,
SMX,34.89889908,-120.4570007,United States,North America
SMZ,4.349999905,-54.41666794,Suriname,South America
SNA,33.67570114,-117.86799620000001,United States,North America
SNB,-11.42280006,130.654007,Australia,Oceania
SNC,-2.20499,-80.988899,Ecuador,South America
SNE,16.58839989,-24.28470039,Cabo Verde,Africa
SNF,10.2787,-68.75520300000001,Venezuela,South America
SNJ,22.09530067,-84.15200043,Cuba,North America
SNN,52.702,-8.92482,Ireland,Europe
SNO,17.19510078,104.11900329999999,Thailand,Asia
SNP,57.16730118,-170.22000119999998,United States,North America
SNR,47.3105556,-2.1566667,France,Europe
SNS,36.66279984,-121.6060028,United States,North America
SNU,22.49220085,-79.94360352,Cuba,North America
SNV,4.554999828,-61.15000153,Venezuela,South America
SNW,18.46069908,94.30010223,Myanmar,Asia
SNY,41.10129929,-102.98500059999999,United States,North America
SNZ,-22.9324,-43.719101,Brazil,South America
SOB,46.686391,17.159084,Hungary,Europe
SOC,-7.516089916,110.75700379999999,Indonesia,Asia
SOD,-23.478001000000003,-47.490002000000004,Brazil,South America
SOF,42.69669342,23.41143608,Bulgaria,Europe
SOG,61.156101,7.13778,Norway,Europe
SOJ,69.78679657,20.95940018,Norway,Europe
SOM,8.945146561,-64.15108489999999,Venezuela,South America
SON,-15.50500011,167.22000119999998,Vanuatu,Oceania
SOO,61.26150131,17.09910011,Sweden,Europe
SOP,35.23740005,-79.39119720000001,United States,North America
SOQ,-0.894,131.287,Indonesia,Asia
SOT,67.39499664,26.61910057,Finland,Europe
SOU,50.95029831,-1.35679996,United Kingdom,Europe
SOV,59.44240189,-151.7039948,United States,North America
SOW,34.26549912,-110.0059967,United States,North America
SOY,59.15530014,-2.641390085,United Kingdom,Europe
SOZ,41.92440033,9.406000137000001,France,Europe
SPA,34.91569901,-81.95649719,United States,North America
SPB,18.33860016,-64.94069672,"Virgin Islands, U.S.",North America
SPC,28.626499,-17.7556,Spain,Europe
SPD,25.75919914,88.9088974,Bangladesh,Asia
SPF,44.480300899999996,-103.78299709999999,United States,North America
SPG,27.7651,-82.626999,United States,North America
SPI,39.84410095,-89.67790222,United States,North America
SPJ,36.97389984,22.52630043,Greece,Europe
SPM,49.97269821,6.6925001139999996,Germany,Europe
SPN,15.119000000000002,145.729004,Northern Mariana Islands,Oceania
SPP,-14.657600400000002,17.71980095,Angola,Africa
SPR,17.9139,-87.9711,Belize,North America
SPS,33.9888,-98.49189799999999,United States,North America
SPU,43.53889847,16.29800034,Croatia,Europe
SPW,43.16550064,-95.20279694,United States,North America
SPY,4.746719837,-6.660820007000001,Cote d'Ivoire,Africa
SQA,34.60680008,-120.07599640000001,United States,North America
SQD,28.3797,117.9643,China,Asia
SQG,0.063619003,111.47299960000001,Indonesia,Asia
SQH,21.21699905,104.03299709999999,Vietnam,Asia
SQJ,26.4263,117.8336,China,Asia
SQL,37.51190186,-122.25,United States,North America
SQN,-2.080509901,125.96700290000001,Indonesia,Asia
SQO,64.96089935,17.69659996,Sweden,Europe
SQQ,55.89390182,23.39500046,Lithuania,Europe
SQR,-2.531199932,121.3580017,Indonesia,Asia
SQW,56.55020142,9.172980309,Denmark,Europe
SQX,-26.78160095,-53.50350189,Brazil,South America
SQZ,53.30780029,-0.550832987,United Kingdom,Europe
SRA,-27.9067,-54.520401,Brazil,South America
SRE,-19.00709915,-65.28869629,Bolivia,South America
SRG,-6.97273,110.375,Indonesia,Asia
SRH,9.14444,18.374399,Chad,Africa
SRI,-0.484530985,117.15699769999999,Indonesia,Asia
SRJ,-14.85919952,-66.73750305,Bolivia,South America
SRN,-42.15499878,145.2920074,Australia,Oceania
SRP,59.79190063,5.340849876,Norway,Europe
SRQ,27.39539909,-82.55439758,United States,North America
SRT,1.727689981,33.62279892,Uganda,Africa
SRX,31.06349945,16.59499931,Libya,Africa
SRY,36.63579941,53.1935997,Iran,Asia
SRZ,-17.81159973,-63.17150116,Bolivia,South America
SSA,-12.9086113,-38.32249832,Brazil,South America
SSC,33.97269821,-80.47059631,United States,North America
SSE,17.62800026,75.93479919,India,Asia
SSF,29.33699989,-98.47109985,United States,North America
SSG,3.7552700039999998,8.708720207,Equatorial Guinea,Africa
SSH,27.97730064,34.39500046,Egypt,Africa
SSI,31.15180016,-81.39129639,United States,North America
SSJ,65.95680237,12.46889973,Norway,Europe
SSN,37.444744,127.11271799999999,"Korea, Republic of",Asia
SSR,-15.470800400000002,168.15199280000002,Vanuatu,Oceania
SST,-36.5423,-56.7218,Argentina,South America
SSY,-6.269899845,14.24699974,Angola,Africa
SSZ,-23.92805672,-46.29972076,Brazil,South America
STA,55.99010086,8.353910446,Denmark,Europe
STB,8.974550247,-71.94325256,Venezuela,South America
STC,45.54660034,-94.05989838,United States,North America
STD,7.56538,-72.035103,Venezuela,South America
STE,44.54520035,-89.53029633,United States,North America
STG,56.57830048,-169.6620026,United States,North America
STI,19.40609932,-70.60469818,Dominican Republic,North America
STJ,39.77190018,-94.90969849,United States,North America
STK,40.61529922,-103.26499940000001,United States,North America
STL,38.748697,-90.370003,United States,North America
STM,-2.424721956,-54.78583145,Brazil,South America
STN,51.88499832,0.234999999,United Kingdom,Europe
STP,44.93450165,-93.05999756,United States,North America
STR,48.68989944,9.221960068,Germany,Europe
STS,38.50899887,-122.8130035,United States,North America
STT,18.33729935,-64.9733963,"Virgin Islands, U.S.",North America
STV,21.1140995,72.74179840000001,India,Asia
STW,45.10919952,42.1128006,Russia,Europe
STX,17.70190048,-64.79859924,"Virgin Islands, U.S.",North America
STY,-31.43849945,-57.98529816,Uruguay,South America
STZ,-10.46472168,-50.51861191,Brazil,South America
SUA,27.18169975,-80.22109985,United States,North America
SUB,-7.379829883999999,112.78700259999998,Indonesia,Asia
SUF,38.905398999999996,16.2423,Italy,Europe
SUG,9.755838326000001,125.48094750000001,Philippines,Asia
SUI,42.85820007,41.12810135,Georgia,Asia
SUJ,47.70330048,22.88570023,Romania,Europe
SUK,67.792,130.394,Russia,Europe
SUL,28.64509964,69.17690277,Pakistan,Asia
SUN,43.50439835,-114.2959976,United States,North America
SUP,-7.0242,113.89023,Indonesia,Asia
SUR,52.70859909,-88.54190063,Canada,North America
SUS,38.66210175,-90.65200043,United States,North America
SUU,38.26269913,-121.927002,United States,North America
SUV,-18.04330063,178.55900569999997,Fiji,Oceania
SUX,42.40259933,-96.38439941,United States,North America
SUY,62.18500137,117.6350021,Russia,Europe
SVA,63.68640137,-170.4929962,United States,North America
SVB,-14.27859974,50.17470169,Madagascar,Africa
SVD,13.156695000000001,-61.149944999999995,Saint Vincent and the Grenadines,North America
SVG,58.87670135,5.63778019,Norway,Europe
SVH,35.76530075,-80.9539032,United States,North America
SVI,2.15217,-74.7663,Colombia,South America
SVJ,68.24330139,14.66919994,Norway,Europe
SVL,61.94309998,28.94510078,Finland,Europe
SVN,32.00999832,-81.14569855,United States,North America
SVO,55.972599,37.4146,Russia,Europe
SVP,-12.40460014,16.94739914,Angola,Africa
SVQ,37.41799927,-5.893109797999999,Spain,Europe
SVU,-16.80279922,179.3410034,Fiji,Oceania
SVW,61.09740067,-155.5740051,United States,North America
SVX,56.74309921,60.80270004,Russia,Europe
SVZ,7.8408298489999995,-72.43969727,Venezuela,South America
SWA,23.552,116.5033,China,Asia
SWC,-37.07170105,142.74099730000003,Australia,Oceania
SWD,60.12689972,-149.4190063,United States,North America
SWF,41.504100799999996,-74.10479736,United States,North America
SWH,-35.37580109,143.53300480000001,Australia,Oceania
SWJ,-16.4864,167.4472,Vanuatu,Oceania
SWO,36.16120148,-97.08570099,United States,North America
SWP,-22.66189957,14.56809998,Namibia,Africa
SWQ,-8.489040375,117.41200259999998,Indonesia,Asia
SWS,51.605300899999996,-4.067830086,United Kingdom,Europe
SWT,60.70940018,77.66000366,Russia,Europe
SWU,37.23939896,127.00700379999999,"Korea, Republic of",Asia
SWX,-18.37389946,21.83259964,Botswana,Africa
SXB,48.53829956,7.628230095,France,Europe
SXE,-38.090827000000004,146.965335,Australia,Oceania
SXF,52.380001,13.5225,Germany,Europe
SXI,25.90889931,54.53939819,Iran,Asia
SXJ,42.9117012,90.24749756,China,Asia
SXK,-7.988609791,131.3059998,Indonesia,Asia
SXL,54.28020096,-8.599209785,Ireland,Europe
SXM,18.04100037,-63.10889816,Sint Maarten (Dutch part),
SXN,-20.5534,26.115801,Botswana,Africa
SXO,-11.63239956,-50.6896019,Brazil,South America
SXQ,60.47570038,-151.0339966,United States,North America
SXR,33.98709869,74.77420044,India,Asia
SXV,11.7833004,78.06559753,India,Asia
SXX,-6.6413,-51.9523,Brazil,South America
SXZ,37.97890091,41.840400700000004,Turkey,Asia
SYA,52.71229935,174.1139984,United States,North America
SYD,-33.94609833,151.17700200000002,Australia,Oceania
SYH,27.8112,86.7124,Nepal,Asia
SYJ,29.55089951,55.67269897,Iran,Asia
SYM,22.793301,100.959,China,Asia
SYO,38.81219864,139.7870026,Japan,Asia
SYP,8.085599899,-80.94529724,Panama,North America
SYQ,9.957050322999999,-84.13980103,Costa Rica,North America
SYR,43.11119843,-76.10630035,United States,North America
SYS,71.92790222,114.08000179999999,Russia,Europe
SYT,46.41249847,4.013259888,France,Europe
SYU,-10.20829964,142.8249969,Australia,Oceania
SYW,26.47310066,67.71720123,Pakistan,Asia
SYX,18.30290031,109.41200259999998,China,Asia
SYY,58.21559906,-6.331110001,United Kingdom,Europe
SYZ,29.53919983,52.58980179,Iran,Asia
SZA,-6.141089916,12.37180042,Angola,Africa
SZB,3.1305799480000003,101.54900359999999,Malaysia,Asia
SZF,41.254501,36.567101,Turkey,Asia
SZG,47.79330063,13.00430012,Austria,Europe
SZJ,21.64249992,-82.95510101,Cuba,North America
SZK,-24.96089935,31.58869934,South Africa,Africa
SZL,38.730300899999996,-93.54789734,United States,North America
SZR,42.3766667,25.655,Bulgaria,Europe
SZS,-46.8997,168.100998,New Zealand,Oceania
SZT,16.69029999,-92.53009796,Mexico,North America
SZV,31.2631,120.40100100000001,China,Asia
SZW,53.426998,11.7834,Germany,Europe
SZX,22.63929939,113.810997,China,Asia
SZY,53.481899,20.9377,Poland,Europe
SZZ,53.58470154,14.90219975,Poland,Europe
TAB,11.14970016,-60.832199100000004,Trinidad and Tobago,North America
TAC,11.228035,125.02776100000001,Philippines,Asia
TAE,35.896871999999995,128.65531000000001,"Korea, Republic of",Asia
TAF,35.54240036,-0.532278001,Algeria,Africa
TAG,9.665442,123.85353300000001,Philippines,Asia
TAH,-19.45509911,169.223999,Vanuatu,Oceania
TAI,13.68599987,44.13909912,Yemen,Asia
TAK,34.21419907,134.0160065,Japan,Asia
TAM,22.29640007,-97.86589813,Mexico,North America
TAO,36.26610184,120.3740005,China,Asia
TAP,14.79430008,-92.37000275,Mexico,North America
TAR,40.517502,17.4032,Italy,Europe
TAS,41.25790024,69.28119659,Uzbekistan,Asia
TAT,49.07360077,20.24110031,Slovakia,Europe
TAY,58.30749893,26.69039917,Estonia,Europe
TAZ,41.761101000000004,59.826698,Turkmenistan,Asia
TBB,13.04959965,109.3339996,Vietnam,Asia
TBF,-1.224470019,174.776001,Kiribati,Oceania
TBG,-5.27861,141.225998,Papua New Guinea,Oceania
TBH,12.31099987,122.08499909999999,Philippines,Asia
TBI,24.3153,-75.452301,Bahamas,North America
TBJ,36.97999954,8.876939774,Tunisia,Africa
TBN,37.74160004,-92.14070129,United States,North America
TBO,-5.07638979,32.83330154,Tanzania,Africa
TBP,-3.55253005,-80.38140106,Peru,South America
TBR,32.48270035,-81.73690033,United States,North America
TBS,41.66920089999999,44.95470047,Georgia,Asia
TBT,-4.255670071,-69.93579865,Brazil,South America
TBU,-21.24119949,-175.1499939,Tonga,Oceania
TBW,52.80609894,41.48279953,Russia,Europe
TBZ,38.13389969,46.23500061,Iran,Asia
TCA,-19.63439941,134.18299869999998,Australia,Oceania
TCB,26.74530029,-77.39129639,Bahamas,North America
TCC,35.18280029,-103.6029968,United States,North America
TCE,45.0625,28.71430016,Romania,Europe
TCG,46.67250061,83.34079742,China,Asia
TCH,-2.849999905,11.0170002,Gabon,Africa
TCL,33.22060013,-87.61139679,United States,North America
TCM,47.13769913,-122.47599790000001,United States,North America
TCN,18.49720001,-97.41989899,Mexico,North America
TCO,1.8144200000000001,-78.7492,Colombia,South America
TCP,29.58779907,34.77809906,Egypt,Africa
TCQ,-18.05330086,-70.27580261,Peru,South America
TCS,33.23690033,-107.27200320000001,United States,North America
TCX,33.667800899999996,56.8927002,Iran,Asia
TCZ,24.93805556,98.48583333,China,Asia
TDD,-14.81869984,-64.91799927,Bolivia,South America
TDG,9.072110176,126.1709976,Philippines,Asia
TDJ,11.78299999,42.91699982,Djibouti,Africa
TDL,-37.23740005,-59.22790146,Argentina,South America
TDR,-24.99329948,150.0930023,Australia,Oceania
TDS,-7.6217,142.868,Papua New Guinea,Oceania
TDX,12.27460003,102.3190002,Thailand,Asia
TEA,15.7759,-87.4758,Honduras,North America
TEB,40.85010147,-74.06079865,United States,North America
TEC,-24.31780052,-50.65159988,Brazil,South America
TED,57.06880188,8.705220222000001,Denmark,Europe
TEE,35.43159866,8.12071991,Algeria,Africa
TEF,-21.71500015,122.2289963,Australia,Oceania
TEI,27.94120026,96.13439941,India,Asia
TEM,-34.42139816,147.51199340000002,Australia,Oceania
TEN,27.883333,109.308889,China,Asia
TEQ,41.13819885,27.91909981,Turkey,Asia
TER,38.761798999999996,-27.090799,Portugal,Europe
TET,-16.10479927,33.64020157,Mozambique,Africa
TEU,-45.53310013,167.6499939,New Zealand,Oceania
TEV,40.403,-1.2183,Spain,Europe
TEX,37.9538002,-107.90799709999999,United States,North America
TEZ,26.70910072,92.78469849,India,Asia
TFF,-3.3829400539999996,-64.72409821,Brazil,South America
TFL,-17.89229965,-41.513599400000004,Brazil,South America
TFN,28.48270035,-16.34149933,Spain,Europe
TFS,28.04450035,-16.57250023,Spain,Europe
TGA,1.38725996,103.7089996,Singapore,Asia
TGD,42.359402,19.2519,Montenegro,Europe
TGG,5.382639885,103.1029968,Malaysia,Asia
TGH,-16.89109993,168.5509949,Vanuatu,Oceania
TGI,-9.133000374,-75.94999695,Peru,South America
